trip_id,departure,destination,duree
OCESN411330R0200233759,Lorient,Rosporden,65
OCESN411332R0200233760,Lorient,Vannes,80
OCESN411356R0200233764,Lorient,Redon,140
OCESN411510R0200233770,Brest,Morlaix,85
OCESN411616R0200233773,Brest,Quimper,130
OCESN411618R0200233774,Landerneau,Quimper,95
OCESN411639R0200233782,Brest,La Forest,35
OCESN411640R0200233783,Brest,Landerneau,45
OCESN411716R0200233787,Lannion,St-Brieuc,65
OCESN411719R0200233790,Guingamp,Lannion,55
OCESN411850R0200233792,Carhaix,Guingamp,75
OCESN414005R0200233821,Aubrais-(les),Cosne-sur-Loire,135
OCESN414047R0300333827,Port-de-Piles,Tours,85
OCESN414411R0200233832,Châteauroux,Vierzon,90
OCESN414428R0200233833,Argenton-sur-Creuse,Vierzon,130
OCESN414511R0100133834,Aubrais-(les),Toury,45
OCESN414565R0200233836,Bourges,Vierzon,70
OCESN414909R0300333840,Bourges,Montluçon-Ville,160
OCESN415126R0200233841,Port-Boulet,Tours,77
OCESN415179R0600633842,Aubrais-(les),Tours,160
OCESN415512R0300333844,Aubrais-(les),Château-Gaillard,45
OCESN415959R0400433845,Romorantin-Blanc-Argent,Valençay,45
OCESN416002R0200233854,Chartres,Nogent-le-Rotrou,91
OCESN416005R0300333857,Chartres,La Verrière,108
OCESN416006R0200233858,Chartres,Versailles-Chantiers,110
OCESN416400R0200233873,Chartres,Courtalain-St-Pellerin,90
OCESN417001R0200233875,Charleville-Mézières,Givet,107
OCESN417101R0300333884,Charleville-Mézières,Nouzonville,20
OCESN417301R0100133887,Charleville-Mézières,Reims,80
OCESN417322R0100133888,Reims,Sedan,163
OCESN417328R0100133889,Charleville-Mézières,Sedan,43
OCESN417404R0100133910,Rethel,Sedan,113
OCESN417951R0100133911,Laon,Reims,110
OCESN418003R0200233913,Chaumont,Châlons-en-Champagne,164
OCESN418009R0300333914,Châlons-en-Champagne,St-Dizier,75
OCESN418400R0100133922,Châlons-en-Champagne,Château-Thierry,105
OCESN418402R0100133924,Dormans,Epernay,30
OCESN418405R0100133927,Bar-le-Duc,Epernay,155
OCESN418408R0100133930,Bar-le-Duc,St-Dizier,35
OCESN418410R0100133931,Bar-le-Duc,Châlons-en-Champagne,110
OCESN418802R0100133932,Culmont-Chalindrey,Troyes,161
OCESN418809R0100133934,Dijon-Ville,Troyes,145
OCESN423011R0200233946,Cerbère,Perpignan,107
OCESN423013R0200233948,Le Grau-du-Roi,Vauvert,44
OCESN423016R0300333952,Le Grau-du-Roi,Nîmes,93
OCESN423021R0200233958,Carcassonne,Castelnaudary,59
OCESN423028R0200233962,Narbonne,Toulouse-Matabiau,218
OCESN423030R0200233963,Castelnaudary,Narbonne,134
OCESN423100R0200233964,Alès,Génolhac,57
OCESN423102R0200233966,Alès,La Bastide-St-Laurent,111
OCESN423103R0200233967,Alès,Mende,187
OCESN423106R0200233970,Alès,Langogne,136
OCESN423111R0200233973,Marvejols,Mende,48
OCESN423112R0200233974,Alès,Arvant,263
OCESN423125R0200233986,Langogne,Nîmes,180
OCESN423133R0200233994,Mende,Nîmes,247
OCESN423135R0200233996,Marvejols,Nîmes,297
OCESN423323R0200234002,Castelnaudary,Toulouse-Matabiau,83
OCESN425350R0200234006,Perpignan,Villefranche-Vernet-l.B,64
OCESN426054R0200234023,Guéret,Limoges-Bénédictins,111
OCESN426201R0200234027,Le Dorat,Limoges-Bénédictins,70
OCESN426220R0300334030,Limoges-Bénédictins,Poitiers,205
OCESN426300R0200234035,Limoges-Bénédictins,Saillat-Chassenon,91
OCESN426405R0200234039,Limoges-Bénédictins,Périgueux,147
OCESN426503R0200234044,St-Yrieix-la-Perche,Pompadour,47
OCESN426503R0300334045,Nexon,Pompadour,83
OCESN426505R0200234048,Limoges-Bénédictins,Nexon,33
OCESN426550R0200234070,Objat,Pompadour,31
OCESN426556R0200234073,Brive-la-Gaillarde,Objat,46
OCESN426708R0100134084,Brive-la-Gaillarde,Limoges-Bénédictins,174
OCESN426804R0200234085,Limoges-Bénédictins,Ussel,192
OCESN426956R0200234092,Brive-la-Gaillarde,Tulle,44
OCESN429009R0100134099,Lunéville,Nancy-Ville,71
OCESN429011R0300334100,Epinal,Nancy-Ville,79
OCESN429021R0200234101,Longwy,Rodange,16
OCESN429027R0200234102,Bening,Saarbrücken /Sarrebruck,53
OCESN429069R0200234118,Longwy,Nancy-Ville,172
OCESN429071R0200234120,Conflans-Jarny,Longwy,86
OCESN429073R0200234121,Nancy-Ville,Pont-St-Vincent,60
OCESN429085R0200234130,Bar-le-Duc,Metz-Ville,138
OCESN429092R0200234137,Bar-le-Duc,Nancy-Ville,88
OCESN429097R0400434141,Nancy-Ville,Remiremont,160
OCESN429098R0200234142,Châlons-en-Champagne,Metz-Ville,228
OCESN429100R0100134144,Epinal,Remiremont,37
OCESN429116R0200234151,Baroncourt,Nancy-Ville,109
OCESN429121R0200234153,Conflans-Jarny,Hagondange,64
OCESN429123R0200234154,Hagondange,Verdun,113
OCESN429127R0300334157,Nancy-Ville,St-Dié-des-Vosges,121
OCESN429139R0100134168,Nancy-Ville,Revigny,144
OCESN429147R0200234173,Liverdun,Nancy-Ville,25
OCESN429153R0300334178,Bar-le-Duc,Toul,77
OCESN429194R0100134187,Lunéville,St-Dié-des-Vosges,41
OCESN429218R0100134191,Longwy,Sedan,108
OCESN429302R0100134203,Charleville-Mézières,Longwy,151
OCESN429384R0200234221,Diemeringen,Saarbrücken /Sarrebruck,75
OCESN429401R0200234225,Nancy-Ville,Verdun,108
OCESN429460R0100134226,Dijon-Ville,Neufchâteau,120
OCESN429469R0200234227,Dijon-Ville,Nancy-Ville,190
OCESN429500R0200234228,Bettembourg,Luxembourg,20
OCESN433022R0300334319,Millau,Rodez,85
OCESN433039R0400434326,Millau,Laissac-Foirail,60
OCESN433102R0200234330,Mazamet,St-Sulpice (Tarn),103
OCESN433110R0300334338,Castres,St-Sulpice (Tarn),60
OCESN433201R0300334341,Capdenac,Figeac,20
OCESN433202R0200234342,Figeac,Tessonnières,160
OCESN433296R0200234356,Aurillac,Toulouse-Matabiau,244
OCESN433305R0200234357,Auch,L'Isle-Jourdain (Gers),51
OCESN433306R0200234358,Auch,Toulouse-Matabiau,122
OCESN433321R0200234366,Auch,Colomiers,94
OCESN433353R0200234367,L'Isle-Jourdain (Gers),Toulouse-Matabiau,72
OCESN433362R0300334372,Colomiers,L'Isle-Jourdain (Gers),48
OCESN433612R0100134373,Brive-la-Gaillarde,Montauban-Ville-Bourbon,198
OCESN433614R0100134374,Cahors,Montauban-Ville-Bourbon,78
OCESN433710R0500534381,Boussens,Pau,183
OCESN433717R0500534384,Muret,Tarbes,182
OCESN433718R0400434385,Boussens,Muret,93
OCESN433721R0400434387,Boussens,Montréjeau-Gourdan-Pol.,55
OCESN433733R0300334393,Montréjeau-Gourdan-Pol.,Muret,138
OCESN433746R0300334402,Pau,Tarbes,93
OCESN433768R0300334412,Lourdes,Tarbes,35
OCESN433814F0100134418,Agen,Montauban-Ville-Bourbon,106
OCESN433952R0100134422,Capdenac,Rodez,86
OCESN433952R0200234423,Brive-la-Gaillarde,Capdenac,148
OCESN435001R0200234433,Cambrai Ville,St Quentin,101
OCESN435005R0500534435,Boulogne Ville,Calais Fréthun,30
OCESN435011R0400434439,Calais Fréthun,Rang du Fl. Verton Ber.,96
OCESN435012R0200234440,Lille Flandres,Mouscron / Moeskroen,49
OCESN435020R0200234448,Douai,Lille Flandres,118
OCESN435036R0200234462,Cambrai Ville,Valenciennes,95
OCESN435040R0300334466,Aulnoye Aymeries,Jeumont,50
OCESN435042R0200234468,Aulnoye Aymeries,Maubeuge,28
OCESN435050R0200234476,Maubeuge,St Quentin,116
OCESN435052R0200234478,Aulnoye Aymeries,Busigny,82
OCESN435054R0200234480,Amiens,Arras,104
OCESN435056R0200234483,Aulnoye Aymeries,Hirson,104
OCESN435058R0200234485,Lille Flandres,Valenciennes,127
OCESN435100R0200234532,Jeumont,Maubeuge,15
OCESN435115R0200234547,Jeumont,Valenciennes,128
OCESN435124R0300334556,Charleroi Sud,Maubeuge,60
OCESN435134R0300334566,Calais Ville,Hazebrouck,109
OCESN435160R0100134586,Arras,St Pol sur Ternoise,63
OCESN435163R0200234589,Abbeville,Amiens,56
OCESN435168R0200234594,Arras,Lens,42
OCESN435188R0100134612,Arras,Lille Flandres,99
OCESN435190R0100134614,Amiens,Lille Flandres,223
OCESN435192R0200234616,Albert,Douai,119
OCESN435194R0100134618,Amiens,Douai,164
OCESN435214R0400434638,Albert,Arras,62
OCESN437027R0100134687,Dunkerque,Lille Flandres,150
OCESN438001R0300334690,Caen,Cherbourg,174
OCESN438003R0200234693,Evreux,Normandie,84
OCESN439451R0200234695,Le Mans,Tours,133
OCESN441002R0300334697,Amiens,Rouen-Rive-Droite,186
OCESN444500R0100134700,La Roche-sur-Yon,La Rochelle-Ville,120
OCESN444512R0100134707,Angers-St-Laud,Sablé-sur-Sarthe,83
OCESN444514R0100134709,Le Mans,Nogent-le-Rotrou,95
OCESN444518R0100134712,Connerré-Beillé,Le Mans,50
OCESN444520R0100134713,Laval,Le Mans,135
OCESN444528R0100134718,Angers-St-Laud,Saumur,95
OCESN444531R0100134721,Angers-St-Laud,Cholet,100
OCESN447026R0200234731,Beauvais-Gare-SNCF,Persan-Beaumont,90
OCESN447138R0300334736,Tergnier,Laon-Gare-Routière-Poma,67
OCESN447142R0300334737,Amiens,Tergnier,159
OCESN447172R0200234750,Amiens,St Quentin,93
OCESN447222R0500534757,Creil,Laon,171
OCESN447224R0300334758,Creil,Laon-Gare-Routière-Poma,200
OCESN447331R0700734760,St Quentin,Tergnier,28
OCESN447526R0200234793,Creil,St-Just-SNCF,56
OCESN447528R0400434794,Amiens,St-Just-SNCF,87
OCESN447573R0400434832,Amiens,Creil,95
OCESN447580R0300334841,Abancourt,Le Tréport-Mers-Les-B,83
OCESN450226R0200234881,Angoulême,Poitiers,158
OCESN451200R0200234895,La Rochelle-Ville,Saintes,98
OCESN451202R0200234897,La-Rochelle-Pt-Dauphine,Rochefort,64
OCESN451203R0200234898,La Rochelle-Ville,St-Mariens-St-Yzan,184
OCESN451204R0400434899,La Rochelle-Ville,La-Rochelle-Pt-Dauphine,9
OCESN451208R0100134905,La-Rochelle-Pt-Dauphine,Saintes,133
OCESN451462R0100134908,Niort,Saintes,95
OCESN451467R0100134909,Niort,Royan,139
OCESN451508R0100134910,Angoulême,Saintes,98
OCESN451509R0200234911,Angoulême,Royan,145
OCESN453001R0200234916,Breil-sur-Roya,Tende,40
OCESN453005R0200234920,Cannes,Grasse,50
OCESN453006R0200234921,Marseille-St-Charles,Toulon,125
OCESN453008R0300334923,Les Arcs-Draguignan,St-Raphaël-Valescure,30
OCESN453012R0200234927,Nice-Ville,Sospel,65
OCESN453014R0200234929,Nice-Ville,Touet-de-l'Escarène,65
OCESN453030R0200234937,Avignon-Centre,Miramas,100
OCESN454000R0100134938,Aix-Gare-Routière,Marseille-St-Charles,55
OCESN454001R0100134939,Aix-Gare-Routière,Gardanne,20
OCESN454005R0100134943,Marseille-St-Charles,Sisteron,175
OCESN454006R0100134944,Marseille-St-Charles,Martigues,70
OCESN456000R0100134946,Roanne-Gare-Routière,Saint-Etienne-Chtx GR,119
OCESN457402R0100134962,Lyon-Perrache-Gare-Rout,Roanne-Gare-Routière,142
OCESN460400R0100134969,Clelles-Mens,Veynes-Dévoluy,56
OCESN460401R0100134970,Gap,Veynes-Dévoluy,30
OCESN461008R0100134982,La Roche-sur-Foron,St-Gervais-L-B-Le-Fayet,108
OCESN461102R0200234992,Annecy,La Roche-sur-Foron,55
OCESN464001R0100135035,Chedde,St-Gervais-L-B-Le-Fayet,10
OCESN830103F0300335081,Sarrebourg,Strasbourg,59
OCESN830200F0200235157,Krimmeri-Meinau,Strasbourg,7
OCESN830300F0400435159,Metz-Ville,Strasbourg,86
OCESN830502F0300335258,Strasbourg,Wissembourg,58
OCESN830917F1201235539,Krimmeri-Meinau,Sarreguemines,92
OCESN831318F0200235610,Colmar,Strasbourg,53
OCESN831720F0200235851,Obernai,Strasbourg,31
OCESN831807F0200236003,St-Dié-des-Vosges,Strasbourg,112
OCESN832300F0300336086,Mulhouse,Strasbourg,61
OCESN832303F0300336094,Erstein,Mulhouse,53
OCESN832308F2902936107,Mulhouse,Sélestat,40
OCESN832500F0200236292,Lutterbach Tram-train,Mulhouse-Gare-Centrale,19
OCESN832602F0200236303,Mulhouse-Gare-Centrale,Thann-Saint-Jacques,46
OCESN832604F0200236305,Mulhouse-Gare-Centrale,Thann,41
OCESN832760F0300336438,Mulhouse,Thann-Saint-Jacques,32
OCESN832765F0200236444,Mulhouse,Willer-sur-Thur,36
OCESN832766F0400436448,Mulhouse,Thann,26
OCESN832771F0400436455,Mulhouse,Wesserling,47
OCESN832901F0300336568,Niederbronn,Strasbourg,53
OCESN833203F0800836633,Conflans-Jarny,Nancy-Ville,51
OCESN833308F0200236650,Longuyon,Thionville,39
OCESN833341F0200236653,Longwy,Thionville,55
OCESN833602F0400436749,Bar-le-Duc,Lunéville,98
OCESN833606F0700736755,Lunéville,Revigny,108
OCESN833618F1101136781,Epernay,Nancy-Ville,123
OCESN833618F1601636779,Epernay,Lunéville,165
OCESN833652F0300336809,Epernay,Metz-Ville,117
OCESN833661F0500536810,Lunéville,Toul,68
OCESN834010F0800836812,Epinal,Metz-Ville,120
OCESN834026F0600636832,Metz-Ville,Remiremont,135
OCESN834351F0200236965,Metz-Ville,Sarrebourg,62
OCESN834850F0100137008,Metz-Ville,Sarreguemines,62
OCESN835010F0600637052,Nancy-Ville,Strasbourg,89
OCESN835014F1001037069,Lunéville,Strasbourg,67
OCESN835190F0400437220,Lunéville,Metz-Ville,73
OCESN836352F0500537458,Nancy-Ville,Toul,23
OCESN836402F0100137486,Culmont-Chalindrey,Vittel,49
OCESN836404F1201237491,Paris-Est,Vittel,230
OCESN838232F0400437701,Charleville-Mézières,Longuyon,60
OCESN838234F0400437707,Charleville-Mézières,Thionville,96
OCESN838340F0100137763,Champagne-Ardenne,Charleville-Mézières,71
OCESN838342F0500537769,Champagne-Ardenne,Reims,12
OCESN838501F0400437819,Château-Thierry,Reims,66
OCESN839101F0100137930,Bar-le-Duc,Paris-Est,150
OCESN839101F0300337926,Château-Thierry,Paris-Est,53
OCESN839101F1001037925,Bar-le-Duc,Château-Thierry,95
OCESN839106F1601637950,Châlons-en-Champagne,Paris-Est,101
OCESN839106F1701737957,Paris-Est,St-Dizier,140
OCESN839106F2002037956,Epernay,Paris-Est,84
OCESN839130F0600638014,Château-Thierry,St-Dizier,85
OCESN839131F1001038023,Paris-Est,Strasbourg,359
OCESN839162F0500538088,Paris-Est,Sarrebourg,270
OCESN839163F0200238094,Nancy-Ville,Paris-Est,199
OCESN839163F0700738097,Bar-le-Duc,Strasbourg,158
OCESN839400F0600638175,Paris-Est,Troyes,90
OCESN839412F0300338207,Culmont-Chalindrey,Paris-Est,188
OCESN839501F2102138232,Chaumont,Culmont-Chalindrey,33
OCESN839505F2202238265,Chaumont,Paris-Est,145
OCESN839550F5505538288,Mulhouse,Paris-Est,294
OCESN839550F6106138292,Mulhouse,Troyes,182
OCESN839552F3203238324,Chaumont,Mulhouse,137
OCESN839553F4704738345,Belfort-Ville,Paris-Est,247
OCESN839555F5005038379,Belfort-Ville,Troyes,163
OCESN839556F5205238394,Longueville (S.-et-M.),Mulhouse,234
OCESN839558F3103138444,Belfort-Ville,Chaumont,105
OCESN839584F2302338502,Dijon-Ville,Paris-Est,223
OCESN839591F0300338525,Culmont-Chalindrey,Dijon-Ville,46
OCESN839660F0200238611,Châlons-en-Champagne,Reims,44
OCESN839710F0100138643,Reims,St-Dizier,93
OCESN839800F0100138647,Culmont-Chalindrey,Reims,171
OCESN839801F0100138650,Chaumont,Reims,130
OCESN839802F0300338652,Culmont-Chalindrey,St-Dizier,89
OCESN839831F0100138699,Dijon-Ville,Reims,216
OCESN839831F0400438700,Dijon-Ville,St-Dizier,128
OCESN839900F0300338718,Epernay,Reims,35
OCESN840800F0400438804,Champagne-Ardenne,Sedan,105
OCESN841500F0200239125,Aulnoye Aymeries,Valenciennes,29
OCESN841500F0300339127,Maubeuge,Valenciennes,42
OCESN841600F0300339165,Hirson,Valenciennes,90
OCESN841700F0100139198,Busigny,Maubeuge,36
OCESN841702F0200239200,Aulnoye Aymeries,Tergnier,71
OCESN841704F0200239202,Aulnoye Aymeries,St Quentin,48
OCESN841800F0700739230,Lille Flandres,Maubeuge,72
OCESN841800F0800839231,Aulnoye Aymeries,Lille Flandres,60
OCESN841802F0200239236,Jeumont,Lille Flandres,81
OCESN841900F1201239356,Hirson,Lille Flandres,108
OCESN841904F0800839366,Charleville-Mézières,Lille Flandres,146
OCESN842401F0200239532,Béthune,Lille Flandres,39
OCESN842600F0200239604,Calais Ville,Rang du Fl. Verton Ber.,68
OCESN842606F0100139608,Calais Ville,Etaples Le Touquet,62
OCESN843300F0100139861,Cambrai Ville,Douai,34
OCESN843500F0300339917,Douai,Valenciennes,38
OCESN843600F0100139940,Douai,Lens,31
OCESN843800F0300340024,Lille Flandres,St Quentin,107
OCESN843818F0400440034,Cambrai Ville,Lille Flandres,59
OCESN843841F0200240067,Douai,St Quentin,93
OCESN844051F0200240199,Lille Flandres,Tourcoing,14
OCESN844400F0100140255,Boulogne Ville,Lille Europe,72
OCESN844400F0200240254,Calais Ville,Lille Europe,49
OCESN844401F0300340256,Arras,Calais Fréthun,67
OCESN844402F0100140258,Lille Europe,Rang du Fl. Verton Ber.,94
OCESN844404F0100140260,Calais Fréthun,Lille Europe,29
OCESN844500F0200240278,Dunkerque,Lille Europe,31
OCESN844550F0100140299,Amiens,Dunkerque,104
OCESN844600F0300340301,Calais Ville,Dunkerque,50
OCESN844702F0100140321,Dunkerque,Hazebrouck,36
OCESN844800F0300340323,Lille Flandres,St Omer,50
OCESN844810F0400440327,Calais Ville,Lille Flandres,75
OCESN846400F0300340446,Arras,Hazebrouck,58
OCESN846411F0200240449,Arras,Dunkerque,93
OCESN846432F0200240474,Arras,Béthune,36
OCESN846435F0300340477,Hazebrouck,Lens,42
OCESN846449F0400440507,Béthune,Lens,17
OCESN846540F0100140528,Arras,Calais Ville,123
OCESN846607F0200240545,Hirson,Laon,51
OCESN847401F0300340552,Beauvais-Gare-SNCF,Paris Gare du Nord,73
OCESN847405F1901940554,Paris Gare du Nord,Persan-Beaumont,63
OCESN847463F0100140680,Creil,Paris Gare du Nord,21
OCESN847500F0200240694,Abancourt,Creil,103
OCESN847502F0300340696,Abancourt,Beauvais-Gare-SNCF,48
OCESN847802F0100140821,Compiègne,Paris Gare du Nord,56
OCESN847877F0200240926,Compiègne,Creil,37
OCESN847933F2102141026,Paris Gare du Nord,Tergnier,88
OCESN847947F0200241054,Creil,St Quentin,104
OCESN848348F0100141087,Abbeville,Albert,80
OCESN848410F0300341123,Amiens,Compiègne,60
OCESN848501F0200241178,Paris Gare du Nord,St-Just-SNCF,64
OCESN848527F0400441270,Clermont-de-l'Oise,Paris Gare du Nord,50
OCESN848601F0600641435,Amiens,Laon,84
OCESN848603F0200241437,Laon,Tergnier,26
OCESN848904F0700741615,Lille Flandres,Rouen-Rive-Droite,168
OCESN848979F0100141662,Abancourt,Amiens,35
OCESN849300F0400441671,Aulnoye Aymeries,Laon,111
OCESN849900F0800841766,Laon,Paris Gare du Nord,90
OCESN849901F0300341767,Crépy-en-Valois,Laon,69
OCESN850016F0200241928,Paris-St-Lazare,Vernon-Giverny,60
OCESN850021F0200241936,Oissel,Paris-St-Lazare,94
OCESN850032F0200241937,Mantes-la-Jolie,Vernon-Giverny,17
OCESN850200F0100141957,Le Havre,Montivilliers,15
OCESN850250F0200241998,Le Havre,Rolleville,26
OCESN850302F0100142015,Fécamp,Le Havre,46
OCESN850400F0100142047,Le Havre,Rouen-Rive-Droite,61
OCESN850600F0100142071,Elbeuf-St-Aubin,Yvetot,63
OCESN850670F0200242112,Rouen-Rive-Droite,Yvetot,34
OCESN851001F0100142116,Evreux,Normandie,69
OCESN851020F0100142181,Paris-St-Lazare,Serquigny,105
OCESN851072F0100142240,Bueil,Mantes-la-Jolie,15
OCESN851700F0100142346,Dieppe,Rouen-Rive-Droite,63
OCESN852313F0100142557,Evreux,Normandie,52
OCESN852331F0400442564,Caen,Lisieux,33
OCESN852610F0100142760,Caen,Coutances,75
OCESN852712F0300342815,Caen,St-Lô,51
OCESN852808F0500542822,Caen,Dol,167
OCESN852826F0200242830,Dol,Granville,59
OCESN853016F0400442857,Argentan,Granville,83
OCESN853412F0200242859,Caen,Granville,103
OCESN853602F0200242937,Alençon,Caen,71
OCESN853707F0400442957,Argentan,Caen,40
OCESN854007F0300342962,Rennes,Retiers,42
OCESN854008F0300342963,Janzé,Rennes,36
OCESN854197F0400442993,Dol,Rennes,33
OCESN854207F0500542994,Montreuil-sur-Ille,Rennes,30
OCESN854300F0400443020,Rennes,St-Malo,55
OCESN854610F0200243101,Lannion,Plouaret-Trégor,16
OCESN855303F0200243328,Callac,Carhaix,26
OCESN855347F0200243349,Callac,Guingamp,41
OCESN855402F0200243370,Guingamp,Paimpol,47
OCESN855504F0200243397,La Brohinière,Rennes,32
OCESN855781F0200243600,Brest,Lannion,91
OCESN855806F0400443615,Brest,Rennes,139
OCESN856595F0400443896,Quimper,Vannes,86
OCESN856608F0200243897,Quimper,Rennes,141
OCESN857051F0200243996,Château-du-Loir,Le Mans,50
OCESN857150F0200244042,Alençon,Le Mans,53
OCESN857233F0400444058,Alençon,Tours,145
OCESN857274F0200244064,Alençon,Château-du-Loir,106
OCESN857301F0500544067,Le Mans,Nantes,94
OCESN857301F0700744068,Angers-St-Laud,Nantes,43
OCESN857375F0400444145,Le Croisic,Le Mans,177
OCESN857404F0200244151,Angers-St-Laud,Le Mans,66
OCESN857446F0100144211,Le Mans,Sablé-sur-Sarthe,22
OCESN857653F0200244305,Laval,Rennes,55
OCESN857690F0200244322,Le Mans,Rennes,103
OCESN857704F0800844332,Laval,Nantes,101
OCESN857773F0800844388,Le Croisic,Rennes,222
OCESN858003F0200244403,Nantes,St-Nazaire,51
OCESN858050F0200244427,Le Croisic,Nantes,74
OCESN858202F0400444476,Nantes,Redon,58
OCESN858244F0200244510,Nantes,Quimper,174
OCESN858284F0200244568,Brest,Nantes,203
OCESN858402F0200244643,Nantes,Savenay,34
OCESN858703F0300344670,Nantes,Saumur,86
OCESN858798F0200244675,Cholet,Saumur,85
OCESN858800F0500544676,La Roche-sur-Yon,Nantes,55
OCESN858850F0700744697,Les Sables-d'Olonne,Nantes,87
OCESN859070F0200244785,Chantonnay,La Roche-sur-Yon,31
OCESN859083F0200244796,Les Sables-d'Olonne,Saumur,158
OCESN859198F0100144855,Nantes,Ste-Pazanne,32
OCESN859252F0200244877,Nantes,Pornic,60
OCESN859405F0300344948,Ancenis,Nantes,28
OCESN859500F0200244971,Nantes,Sucé-Sur-Erdre,27
OCESN859501F0200244972,Nantes,Nort-sur-Erdre,40
OCESN859600F0200245047,Châteaubriant-TT,Nantes,67
OCESN859745F0100145095,Clisson,Nantes,29
OCESN860001F0300345164,Nantes,Orléans,170
OCESN860003F1301345174,Le Croisic,Orléans,258
OCESN860003F2102145170,Le Croisic,Tours,190
OCESN860013F0800845188,Nantes,Tours,93
OCESN860109F0200245198,Angers-St-Laud,Tours,78
OCESN860129F0200245215,Saumur,Tours,51
OCESN860158F0100145225,Thouars,Tours,78
OCESN860171F0100145235,Bressuire,Tours,103
OCESN860190F0200245245,Angers-St-Laud,Thouars,68
OCESN860252F0400445259,Blois-Chambord,Orléans,49
OCESN860297F0100145275,Orléans,St-Pierre-des-Corps,58
OCESN860366F0300345299,Reignac,Tours,45
OCESN860600F0200245368,Paris-Austerlitz,Vendôme,139
OCESN860604F0200245369,Châteaudun,Paris-Austerlitz,95
OCESN860610F0500545374,Châteaudun,Paris-Gare-de-Lyon,97
OCESN860611F0700745377,Paris-Gare-de-Lyon,Vendôme,132
OCESN860616F0600645387,Paris-Bercy,Vendôme,149
OCESN860632F0200245401,Châteaudun,Voves,21
OCESN860653F0200245410,Tours,Voves,137
OCESN860701F0200245425,Bléré-la-Croix,Tours,28
OCESN860716F0400445435,St-Aignan-Noyers,Tours,57
OCESN860733F0600645446,Tours,Vierzon,87
OCESN860800F0300345460,Bourges,Tours,110
OCESN860840F0400445478,Nevers,Tours,146
OCESN860988F0100145504,Saumur,Thouars,30
OCESN861111F0500545516,Montluçon-Ville,Vallon-en-Sully,31
OCESN861112F0500545519,Commentry,Vallon-en-Sully,47
OCESN861112F0600645518,Commentry,St-Amand-Montrond-Orval,98
OCESN861116F0500545525,Bourges,Commentry,121
OCESN861290F0200245558,Salbris,Valençay,87
OCESN861302F0200245560,Bourges,Orléans,73
OCESN861304F0400445562,Orléans,Vierzon,51
OCESN861363F0800845597,Nevers,Orléans,132
OCESN861391F1701745615,Nevers,Vierzon,69
OCESN861404F0500545624,Argenton-sur-Creuse,Orléans,117
OCESN861410F0700745625,Châteauroux,Orléans,95
OCESN861430F0100145665,Limoges-Bénédictins,Orléans,203
OCESN861452F0100145681,Limoges-Bénédictins,Vierzon,129
OCESN861464F0800845697,Argenton-sur-Creuse,Limoges-Bénédictins,74
OCESN862303F0200245752,Chartres,Voves,23
OCESN862531F0300345943,Angers-St-Laud,Chartres,163
OCESN863031F0200245966,Poitiers,Tours,74
OCESN863442F0100146049,Niort,Poitiers,59
OCESN863442F0200246048,La Rochelle-Ville,Poitiers,100
OCESN863466F0100146088,La Rochelle-Ville,Niort,44
OCESN863720F0200246099,La Roche-sur-Yon,Tours,199
OCESN864000F0100146109,La Rochelle-Ville,Rochefort,30
OCESN864200F0200246146,Bordeaux-St-Jean,Saintes,99
OCESN864322F0100146152,Royan,Saintes,26
OCESN864622F0100146207,Angoulême,La-Rochelle-Pt-Dauphine,138
OCESN864623F0300346208,Angoulême,La Rochelle-Ville,126
OCESN864800F0200246244,Bordeaux-St-Jean,La-Rochelle-Pt-Dauphine,164
OCESN864801F0100146250,Bordeaux-St-Jean,La Rochelle-Ville,162
OCESN865010F0400446288,Angoulême,Bordeaux-St-Jean,89
OCESN865040F0400446302,Bordeaux-St-Jean,Libourne,35
OCESN865060F0300346320,Angoulême,Coutras,55
OCESN865071F0400446323,Bordeaux-St-Jean,Coutras,47
OCESN865101F0100146345,Bordeaux-St-Jean,St-Mariens-St-Yzan,43
OCESN865202F0100146375,Bordeaux-St-Jean,Brive-la-Gaillarde,143
OCESN865202F0400446374,Bordeaux-St-Jean,Périgueux,82
OCESN865202F0600646373,Bordeaux-St-Jean,Condat-le-Lardin,121
OCESN865250F0300346387,Bordeaux-St-Jean,Tulle,193
OCESN865411F0300346422,Condat-le-Lardin,Périgueux,34
OCESN865450F0200246451,Mussidan,Périgueux,30
OCESN865550F0200246458,Bordeaux-St-Jean,Limoges-Bénédictins,145
OCESN865601F0200246483,Bergerac,Bordeaux-St-Jean,76
OCESN865702F0100146517,Bordeaux-St-Jean,Sarlat,144
OCESN865706F0400446519,Bordeaux-St-Jean,Le Buisson,110
OCESN865800F0100146551,Le Buisson,Périgueux,53
OCESN865818F0100146562,Agen,Limoges-Bénédictins,216
OCESN865820F0200246565,Monsempron-Libos,Périgueux,104
OCESN866021F0500546607,Bordeaux-St-Jean,Morcenx,60
OCESN866102F0300346631,Bordeaux-St-Jean,Pauillac,59
OCESN866104F0300346633,Lesparre,Pessac,72
OCESN866171F0200246664,Bordeaux-St-Jean,Macau,41
OCESN866173F0200246665,Macau,Pessac,34
OCESN866300F0200246689,Arcachon,Bordeaux-St-Jean,52
OCESN866323F0700746709,Biganos-Facture,Bordeaux-St-Jean,29
OCESN866411F0400446745,Bordeaux-St-Jean,Hendaye,178
